text,label,clean_text,embeddings
现在的片子没有肿瘤复发。,1,现在的片子没有肿瘤复发,"[-0.63507867 -0.8779168  -0.04512896 ...  0.26935518 -0.5422509
  0.52098846]"
把磁共振片子发给我看看,0,把磁共振片子发给我看看,"[-0.67165685 -1.2833098   0.17934059 ...  0.36042756 -0.5381928
  0.44396585]"
一般是停药来一次月经就可以怀孕。,1,一般是停药来一次月经就可以怀孕,"[-1.1525228  -0.8066367  -0.5103757  ... -0.11046594 -0.47745168
  0.05795179]"
二价中16，18 型感染，占宫颈癌发病的70%。,1,二价中1618型感染占宫颈癌发病的70,"[-0.49817756 -0.28974935 -0.84167457 ...  0.61784947 -0.54813325
 -0.08053347]"
当然了，膀胱过度活动和中私房话是有一定关系的春节以后会有好转。,1,当然了膀胱过度活动和中私房话是有一定关系的春节以后会有好转,"[-0.3947343  -0.7064127  -0.8370891  ...  0.19079578 -1.1304965
  0.08333854]"
受伤具体情况怎么样？,0,受伤具体情况怎么样,"[ 0.11626243 -1.0079026  -0.5495794  ...  0.11564663 -0.8192879
 -0.36397088]"
呃，但是呢，通常恶性肿瘤呢，都会有血尿的恶，有些人没有肉眼血尿，但是有镜下血尿就是尿常规，里面有血尿。,1,呃但是呢通常恶性肿瘤呢都会有血尿的恶有些人没有肉眼血尿但是有镜下血尿就是尿常规里面有血尿,"[-0.7063621  -0.2737562  -0.21543556 ...  0.45008278 -0.59956515
  0.04241994]"
考虑口服氯雷他定睡前一粒，外涂艾洛松一天两次，一周后找我复诊,1,考虑口服氯雷他定睡前一粒外涂艾洛松一天两次一周后找我复诊,"[-0.48249757 -1.1049871  -0.16836499 ... -0.01225312 -0.7699948
  0.28817204]"
宫颈高级别病变（HSIL，CIN2-3）才是癌前病变。,1,宫颈高级别病变HSILCIN23才是癌前病变,"[-0.24217735 -0.23461229 -1.1080124  ...  0.24878497 -0.45024073
  0.08476038]"
脑积水情况不需要处理。,1,脑积水情况不需要处理,"[-1.3027728  -0.56523216 -0.6829061  ...  0.51228637 -0.02692894
 -0.11336683]"
根治术后可能有一段时间会有尿路刺激，尿频的症状，注意适当憋尿后，到卫生间一次性排尿，不要一有尿意就去卫生间。,1,根治术后可能有一段时间会有尿路刺激尿频的症状注意适当憋尿后到卫生间一次性排尿不要一有尿意就去卫生间,"[-0.94517905 -0.48048395 -0.31245628 ... -0.15066579 -1.0067861
 -0.19891255]"
啊，但这种家常的这个修复啊，也不能代替你平时的可平时的涂抹平时还是要好好的涂抹的呃，另外就是因为你现在只能用生长因子凝胶其他东西好像涂上去都不行，所以有必要还需要再做一个班贴的我不记得你原来做过一般贴的这个测试啊，看看到底哪些成分用不上去就化妆品的一个常见成分的斑贴测试啊，做一下看看呃，如果确定哪些成分用不上去能够避免含这些成分的产品，那么其他产品呃，尽量还是选择能用的帮助修复，因为光生长因子凝胶呃，可能作为就是正规的保湿护肤也是不够的。,1,啊但这种家常的这个修复啊也不能代替你平时的可平时的涂抹平时还是要好好的涂抹的呃另外就是因为你现在只能用生长因子凝胶其他东西好像涂上去都不行所以有必要还需要再做一个班贴的我不记得你原来做过一般贴的这个测试啊看看到底哪些成分用不上去就化妆品的一个常见成分的斑贴测试啊做一下看看呃如果确定哪些成分用不上去能够避免含这些成分的产品那么其他产品呃尽量还是选择能用的帮助修复因为光生长因子凝胶呃可能作为就是正规的保湿护肤也是不够的,"[-0.19613928 -1.1480651  -0.26874036 ...  0.12606137 -0.39032537
 -0.10206634]"
微结节，良性！,1,微结节良性,"[-0.7270039  -0.76219785 -0.03703865 ... -0.07248618 -0.37343866
  0.32892603]"
中药的药膏也有类似的作用，如你手头有的青鹏软膏等等，涂在身上的药膏，只要能有效止痒，均可以涂。,1,中药的药膏也有类似的作用如你手头有的青鹏软膏等等涂在身上的药膏只要能有效止痒均可以涂,"[-0.8404997  -1.1524024  -0.39650717 ...  0.41554835 -1.04242
  0.26835522]"
明确诊断需要做垂体增强磁共振。,1,明确诊断需要做垂体增强磁共振,"[-1.3328371  -1.3582113  -0.1501201  ...  0.17782345 -0.4712547
  0.4995359 ]"
可以长期吃。,1,可以长期吃,"[-0.77697766 -1.4618082  -0.21589044 ...  0.56446755 -0.4707773
 -0.5041094 ]"
那如果是大于八毫米。,0,那如果是大于八毫米,"[-1.3370254  -1.3623587  -0.5842891  ...  0.16677682 -0.8695507
 -0.17605239]"
手臂银屑病是哪𠆤医院医生诊断的？,0,手臂银屑病是哪𠆤医院医生诊断的,"[-0.81783426 -1.1304144  -0.5359345  ...  0.33548665 -1.111793
  0.23286144]"
一周两次 30-50次,1,一周两次3050次,"[-0.8551072  -0.3288285  -0.48323593 ...  0.46536833 -0.77088785
 -0.5404452 ]"
7）办理住院时患儿及陪护人员所需核酸报告需为24小时内上海市儿童医院核酸检测阴性报告（以采样时间为准，第一天术前门诊会做）。,0,7办理住院时患儿及陪护人员所需核酸报告需为24小时内上海市儿童医院核酸检测阴性报告以采样时间为准第一天术前门诊会做,"[-0.48726958 -0.9016739  -0.70088446 ... -0.17201379 -0.34604737
  0.46765777]"
如果检查过程有问题可以来我门诊，我会尽量帮忙沟通协调。,0,如果检查过程有问题可以来我门诊我会尽量帮忙沟通协调,"[-0.53179985 -1.2087302  -0.3565966  ...  0.06919643 -0.7612878
  0.46245086]"
4. 建议胰岛素释放试验+糖耐量试验，判断是否有胰岛素抵抗，如果有胰岛素抵抗，可以口服二甲双胍增加胰岛素敏感性,1,4建议胰岛素释放试验糖耐量试验判断是否有胰岛素抵抗如果有胰岛素抵抗可以口服二甲双胍增加胰岛素敏感性,"[-1.2552955  -1.1021062  -0.92470264 ... -0.16192725 -0.27365774
  0.11262409]"
你的结节现在不大，如果是第一次发现，可以先抗炎随访观察，即使是微浸润短期内观察也是可以的。,1,你的结节现在不大如果是第一次发现可以先抗炎随访观察即使是微浸润短期内观察也是可以的,"[-0.8930898  -0.8203316  -0.12719306 ...  0.03248718 -0.21201177
  0.4609692 ]"
位置简单的,0,位置简单的,"[-1.7124455  -1.1074933  -0.30432317 ...  0.07324407 -0.7386796
 -0.01283354]"
左侧血供明显好转,1,左侧血供明显好转,"[-0.51659226 -1.5414453  -0.51870406 ...  0.06767827 -0.45467746
 -0.40468776]"
呃，因为在你长长的这个叙述当中没有提到啊，你自己保湿护肤用什么，其实这个是非常重要的一点呃，另外就是我觉得这个鼻子啊和面颊的这个地方的确啊，你现在有结痂有渗出，所以还是要修复，那么我给你开了一个针对这个地方啊，有渗出结痂的有比较硬的这个地方我给你开了一个重组人巨噬细胞的一个呃，刺激因子凝胶，那么这个呢，因为他本身有一定修复作用，也有抗炎的作用啊，所以你可以用这个修复因子凝胶来作为修复，那么即使要偶尔要用点艾洛松也是涂了这个修复因子凝胶再涂艾洛松那么相对会好一些，当然还是一句话，艾洛松还是要少用用的越多啊角质层屏障损伤越大，他越有依赖吗，就越容易呃，停了以后过一段时间就又痒了。,1,呃因为在你长长的这个叙述当中没有提到啊你自己保湿护肤用什么其实这个是非常重要的一点呃另外就是我觉得这个鼻子啊和面颊的这个地方的确啊你现在有结痂有渗出所以还是要修复那么我给你开了一个针对这个地方啊有渗出结痂的有比较硬的这个地方我给你开了一个重组人巨噬细胞的一个呃刺激因子凝胶那么这个呢因为他本身有一定修复作用也有抗炎的作用啊所以你可以用这个修复因子凝胶来作为修复那么即使要偶尔要用点艾洛松也是涂了这个修复因子凝胶再涂艾洛松那么相对会好一些当然还是一句话艾洛松还是要少用用的越多啊角质层屏障损伤越大他越有依赖吗就越容易呃停了以后过一段时间就又痒了,"[-0.03505221 -0.9394857  -0.527965   ...  0.16609131  0.07311318
 -0.20430505]"
建议年度复查,1,建议年度复查,"[-0.8090632  -1.4213842  -0.08744799 ...  0.07363686 -0.83715004
  0.23432685]"
哦，这样我看到你那个钱币啊，还有手指上面以及你脸上的这个情况，那么现在其实还是还是有湿疹的一个问题，那湿疹本质来说，它不是细菌的感染，他还是一个呃，过敏的一个原因，那么呃，导致过敏的因素，呃，当然我原来就说你可能对紫外线可能会有过敏呢，你要注意防晒，第二个就是我不知道你有没有接触过一些皂基的一个洗涤类的东西啊，原来当时疫情的时候也分析啊，可能对一些消毒或者是洗涤类的皂基的成分，它有过敏那么所以你手上发出来的，有可能就是喷了一些肥皂啊，洗手液啊消毒液啊，类似这样的一些东西，那么呃或者是有晒到了太阳手臂上啊，那可能就有湿疹的一个发生。,1,哦这样我看到你那个钱币啊还有手指上面以及你脸上的这个情况那么现在其实还是还是有湿疹的一个问题那湿疹本质来说它不是细菌的感染他还是一个呃过敏的一个原因那么呃导致过敏的因素呃当然我原来就说你可能对紫外线可能会有过敏呢你要注意防晒第二个就是我不知道你有没有接触过一些皂基的一个洗涤类的东西啊原来当时疫情的时候也分析啊可能对一些消毒或者是洗涤类的皂基的成分它有过敏那么所以你手上发出来的有可能就是喷了一些肥皂啊洗手液啊消毒液啊类似这样的一些东西那么呃或者是有晒到了太阳手臂上啊那可能就有湿疹的一个发生,"[-0.26068187 -0.8928685  -0.42721617 ...  0.08462501 -0.6554366
  0.11796153]"
CT一般当天能做上的 磁共振需要预约一两周,1,CT一般当天能做上的磁共振需要预约一两周,"[-0.78527606 -1.2402219  -0.0385417  ...  0.22429317 -0.9282924
  0.2610883 ]"
很有可能，建议先不要睡这个了。,1,很有可能建议先不要睡这个了,"[-1.2115948  -0.94564754 -0.38386756 ...  0.7752369  -1.4066126
  0.3179289 ]"
只能尽可能延长生命,0,只能尽可能延长生命,"[-0.68113995 -1.0291271  -0.22886586 ...  1.5723358  -0.2627693
  0.27104294]"
【生活习惯建议(治疗性的)】,0,生活习惯建议治疗性的,"[-1.1703734  -1.2000289  -0.10523397 ...  0.24851768 -0.5265777
  0.2995683 ]"
嗯，这种事情在外科操作的过程当中是经常会碰到的，所以这个不奇怪，那么只要跟你讲清楚风险要签字，那么就可以执行好吧，这个在医疗上，这是常规的操作并没有什么大不了的，因为你不能光看这个什么说明书啊什么的说明书，看了以后，当然什么都没有用，但问题是，这些说明书他不考虑你具体有什么病理状态的呀，你一方面有血栓形成，一方面又有脑出血。,1,嗯这种事情在外科操作的过程当中是经常会碰到的所以这个不奇怪那么只要跟你讲清楚风险要签字那么就可以执行好吧这个在医疗上这是常规的操作并没有什么大不了的因为你不能光看这个什么说明书啊什么的说明书看了以后当然什么都没有用但问题是这些说明书他不考虑你具体有什么病理状态的呀你一方面有血栓形成一方面又有脑出血,"[-0.35692048 -1.4578936  -0.2532056  ...  0.34733167 -1.2144383
  0.25152764]"
那我建议,0,那我建议,"[-1.6677055  -1.4076142  -0.00299761 ...  1.0374306  -0.91878456
 -0.06061146]"
温水洗脸，可以锻炼，但勿太剧烈，也勿做倒立等增加头部压力的活动。,1,温水洗脸可以锻炼但勿太剧烈也勿做倒立等增加头部压力的活动,"[-0.88518906 -1.3521178  -0.31917936 ...  0.5607891  -0.7724597
 -0.14259763]"
如果目前皮疹不严重，或者可以尝试开浦兰改为早晚各一片半，停奥卡西平,1,如果目前皮疹不严重或者可以尝试开浦兰改为早晚各一片半停奥卡西平,"[-0.87227917 -1.119271   -0.49036247 ...  0.5300752  -0.63084817
  0.5795871 ]"
那就停药,1,那就停药,"[-0.60467964 -1.5424016  -0.6232926  ...  0.59042263 -1.1392109
 -0.05463048]"
啊，要到5月4号那到后面应该是呃，疫情也会缓解的一方面的话呢，也可以呃，居委会开证明出来。,0,啊要到5月4号那到后面应该是呃疫情也会缓解的一方面的话呢也可以呃居委会开证明出来,"[-1.0813189  -1.8306087  -0.9004616  ... -0.03759882 -0.77723545
  0.01534094]"
小朋友是否过敏体质？,0,小朋友是否过敏体质,"[-0.7654029  -0.58869696 -0.4626541  ...  0.40620524 -0.76766527
  0.19725958]"
选一样就可以,0,选一样就可以,"[-0.7329266  -1.6665938  -0.5912488  ...  0.8259293  -0.7645782
  0.08011577]"
请补充MMR，ER，PR，p53 免疫组化报告。,0,请补充MMRERPRp53免疫组化报告,"[-0.38614112 -0.79812384 -0.09029553 ...  0.5072795  -0.3038141
 -0.09312673]"
多喝水，保持大便通畅每天有,1,多喝水保持大便通畅每天有,"[-0.20205322 -0.88068974  0.01640096 ...  0.23466867 -0.11774071
 -0.05248493]"
现在做 不是等她醒,0,现在做不是等她醒,"[-1.609151   -1.7803475  -0.39355567 ...  0.28685346 -0.7825954
  0.24838746]"
不可能没有病理的，正规医院切除的肯定有报告,0,不可能没有病理的正规医院切除的肯定有报告,"[-0.6466728  -1.0613422  -0.36599538 ...  0.16860646 -0.2754161
  0.5922345 ]"
不行就挂普通门诊号开单子。,1,不行就挂普通门诊号开单子,"[-0.69465137 -1.1527857  -0.29690033 ...  0.22274283 -0.83561695
  0.29126525]"
目前不是说能呃完全确定，就一定是开庭。,0,目前不是说能呃完全确定就一定是开庭,"[-0.93031675 -1.6547434  -1.1175086  ...  0.60267967 -0.981267
  0.26763242]"
身上有没有皮下瘀斑？,0,身上有没有皮下瘀斑,"[-0.24439129 -1.103037   -0.7250043  ...  0.42296326 -1.0076306
  0.11580815]"
半年,0,半年,"[-0.8756633  -1.8032907   0.35570967 ...  0.66281676 -0.7829187
 -0.4761436 ]"
孩子皮疹挺广泛，建议口服药物配合外用药物治疗,1,孩子皮疹挺广泛建议口服药物配合外用药物治疗,"[-1.0435268  -0.8822825  -0.42122468 ... -0.14078787 -0.11744671
  0.18131863]"
其他部位复发了,0,其他部位复发了,"[-0.09816751 -0.92857784  0.17463833 ...  0.3448769  -0.79228884
 -0.2921489 ]"
根据你传上来的病史hpv16、33阳性，今年tct检查了没有？,1,根据你传上来的病史hpv1633阳性今年tct检查了没有,"[-0.5088241  -0.62231535 -1.0074594  ...  0.43255478 -0.6896534
 -0.15108109]"
这个病呢，是三个月到半年要查一次的你到时间了吗，到时间了，就去做呗。,1,这个病呢是三个月到半年要查一次的你到时间了吗到时间了就去做呗,"[-0.6800517  -0.8219917  -0.0275979  ...  0.19201756 -0.8389127
  0.31907457]"
有否呕吐，头晕等情况？,0,有否呕吐头晕等情况,"[-0.9364019  -1.1851947  -0.88593674 ...  0.84686595 -0.66634107
  0.29923213]"
对于手部湿疹，看起来不算严重,1,对于手部湿疹看起来不算严重,"[-0.4629092  -1.1922877  -0.01500699 ...  0.5873191  -0.5711088
 -0.14196303]"
因为你6.6毫米的这个B超就是6.6毫米胚芽的这个B超，那肯定是确定就是太平了。,1,因为你66毫米的这个B超就是66毫米胚芽的这个B超那肯定是确定就是太平了,"[-0.5296763  -0.46514976 -0.3008129  ...  0.395474   -0.23478413
  0.05716228]"
延长问诊，等待核磁共振和明日骨扫描结果综合分析,0,延长问诊等待核磁共振和明日骨扫描综合分析,"[-0.31915116 -0.92315674 -0.16948588 ...  0.2850193  -0.7870271
  0.25632587]"
后面会有脑积水、癫痫等的可能性。,1,后面会有脑积水癫痫等的可能性,"[-0.96076345 -0.17442764 -0.13261846 ...  0.693677   -0.5810707
  0.13396704]"
阿达帕林是唯一可以去粉刺的药膏，就是要坚持用,1,阿达帕林是唯一可以去粉刺的药膏就是要坚持用,"[-0.67369896 -1.1954025  -0.31209025 ...  0.4111009  -0.68843794
 -0.05869067]"
从CT报告看头颅问题不大，当然我们还是等一下磁共振的报告。,1,从CT报告看头颅问题不大当然我们还是等一下磁共振的报告,"[-0.49774668 -0.7632789  -0.2556431  ...  0.03967661 -0.41262734
  0.59577525]"
这个活检结果是正常的，没有病变。,1,这个活检是正常的没有病变,"[-0.6935213  -0.97135204 -0.4776041  ...  0.09436615  0.01143932
  0.2851526 ]"
你这几天磷霉素隔日服用一次，三瓶服用完后复查尿培养，并继续配用药物,1,你这几天磷霉素隔日服用一次三瓶服用完后复查尿培养并继续配用药物,"[-0.4435845  -1.0276482  -0.50397    ... -0.2452864  -0.2805484
 -0.02987507]"
胞磷胆碱钠，0.2g（1片），早、中、晚各一片，吃三周。,1,胞磷胆碱钠02g1片早中晚各一片吃三周,"[-0.806918   -1.3201613  -0.06332041 ...  0.401944   -0.6801369
  0.16865143]"
外露可吸收线不用处理，会自行吸收或脱落，注意局部伤口护理，可以继续抗生素软膏外用。,1,外露可吸收线不用处理会自行吸收或脱落注意局部伤口护理可以继续抗生素软膏外用,"[-0.30986983 -0.5129019  -0.36109588 ... -0.07413542 -0.39100766
 -0.36282766]"
基本成熟了。,0,基本成熟了,"[-0.5216831  -1.7512071  -0.5692508  ... -0.09127208 -0.899351
 -0.23245358]"
海鲜和羊肉少吃一些,1,海鲜和羊肉少吃一些,"[-0.9094015  -0.9318155  -0.362893   ...  0.9697094  -0.812951
  0.33165744]"
因为说了不排除高度的病变，还是要做阴道镜检查的，不要再复查了。,1,因为说了不排除高度的病变还是要做阴道镜检查的不要再复查了,"[-0.52307034 -0.6677632  -0.90967846 ...  0.06965205 -0.26897508
  0.4563922 ]"
可能需要手术明确病理,1,可能需要手术明确病理,"[-1.049462   -0.6610619  -0.2052534  ...  0.45729813 -0.23045377
  0.79141   ]"
头皮肿块，皮脂腺囊肿可能,1,头皮肿块皮脂腺囊肿可能,"[-0.5370187  -0.89110446 -0.63318    ...  0.14028394 -1.0939736
  0.09625632]"
请带好以下文件供医师登记：【陪护人是小朋友父母：①陪护人的身份证及本人实名认证的手机、身份证复印件②户口本复印件（小朋友及父母页面）③小朋友出生证明复印件④门诊病历本及既往相关检查资料；陪护人非小朋友父母（监护人）：除上述文件外，需再准备⑤监护人委托书（住院陪护人非父母的需提前准备委托书，告知主诊医师领取模板），⑥户口本复印件（监护人及委托人页面）】4、第二天下午：核酸结果阴性后完成手术5、第三天：早上出院注意事项：1）*门诊就诊前患儿及陪护人员须具备以下条件：①24小时内体温≤37.3℃②随申码为绿码③所在小区为“非封控区”，所住楼栋7日内无阳性感染者④14天内未接触过新冠确诊患者或无症状感染者⑤入门诊需48小时内核酸阴性，若无，需自带抗原，至门诊后于指定地点自测抗原后方可入门诊。,0,请带好以下文件供医师登记陪护人是小朋友父母①陪护人的身份证及本人实名认证的手机身份证复印件②户口本复印件小朋友及父母页面③小朋友出生证明复印件④门诊病历本及既往相关检查资料陪护人非小朋友父母监护人除上述文件外需再准备⑤监护人委托书住院陪护人非父母的需提前准备委托书告知主诊医师领取模板⑥户口本复印件监护人及委托人页面4第二天下午核酸阴性后完成手术5第三天早上出院注意事项1门诊就诊前患儿及陪护人员须具备以下条件①24小时内体温≤373℃②随申码为绿码③所在小区为非封控区所住楼栋7日内无阳性感染者④14天内未接触过新冠确诊患者或无症状感染者⑤入门诊需48小时内核酸阴性若无需自带抗原至门诊后于指定地点自测抗原后方可入门诊,"[-0.6777188  -1.130999   -0.6303754  ... -0.35431015 -0.2102642
  0.5955716 ]"
啊，你好，那个前列腺炎啊，抗生素，我会推荐美满霉素效果会更好，我等一下打字给你呃呃，大部分人对这个药物效果还都是可以的啊，另外呢就是说中成药呢，呃，可以调理，但是呢，就是说我建议没有症状的时候可以不吃的啊，有症状的时候可以吃可以改善这些症状啊，另外前列腺炎啊，一般就是保养好啊，他他一般会自愈的，所以，嗯就不是说发展到那发展到前列腺炎，有好几种，比如说嗯，急性前列腺炎啊。,1,啊你好那个前列腺炎啊抗生素我会推荐美满霉素效果会更好我等一下打字给你呃呃大部分人对这个药物效果还都是可以的啊另外呢就是说中成药呢呃可以调理但是呢就是说我建议没有症状的时候可以不吃的啊有症状的时候可以吃可以改善这些症状啊另外前列腺炎啊一般就是保养好啊他他一般会自愈的所以嗯就不是说发展到那发展到前列腺炎有好几种比如说嗯急性前列腺炎啊,"[-1.0530952  -0.7166511  -0.79720056 ...  0.5438752  -0.35063863
 -0.39197594]"
先让我看一下片子,0,先让我看一下片子,"[-0.7574806  -1.2499161  -0.18298897 ...  0.541754   -0.7499205
  0.3371346 ]"
2. 有问题再联系！,0,2有问题再联系,"[-0.83691627 -0.70861894 -1.38107    ...  0.43688643 -0.7227783
 -0.38084948]"
开塞露开塞露里头呢，是甘油，这个有滋润皮肤的作用，比如你洗完澡了以后这个地方呢，就涂点儿这个开塞露啊，这个甘油让这个皮肤滋润一下啊，小便完了以后啊清洗了以后也涂点尤其呢，走路的时候啊，需要涂一点，这样的话就会减少摩擦，因为摩擦呢，也会使这个湿疹加重的啊，就是这个开塞露呢，可以一天多涂几次。,1,开塞露开塞露里头呢是甘油这个有滋润皮肤的作用比如你洗完澡了以后这个地方呢就涂点儿这个开塞露啊这个甘油让这个皮肤滋润一下啊小便完了以后啊清洗了以后也涂点尤其呢走路的时候啊需要涂一点这样的话就会减少摩擦因为摩擦呢也会使这个湿疹加重的啊就是这个开塞露呢可以一天多涂几次,"[-0.41405785 -0.8576945   0.05948557 ...  0.69485104 -0.27829346
 -0.19742858]"
可以药物结合行为训练。,1,可以药物结合行为训练,"[-1.301486   -1.7372535  -0.0591882  ...  0.11922243 -1.265074
 -0.2551545 ]"
需要补充一些资料：目前服药剂量是多少？,0,需要补充一些资料目前服药剂量是多少,"[-1.2378963  -1.5400054  -0.50585216 ...  0.04280253 -0.5042803
 -0.25173295]"
可以的，但是确诊还是需要根据活检病理明确,1,可以的但是确诊还是需要根据活检病理明确,"[-0.9786115  -0.60686624 -0.6769556  ...  0.2696309  -0.70978594
  0.40848204]"
啊，我看到了看到你的小便报告，其实你的白细胞并不高啊，你的白细胞的数值正常是35你才18，所以说你进入个误区，你认为自己一直有尿路感染，尿路感染，其实你的症状我前面也讲过并不是尿路感染引起的，所以说你的问题纠结错掉了，所以说我个人为你的白细胞吃点中成药是可以的，但是我不建议长期吃抗生素。,1,啊我看到了看到你的小便报告其实你的白细胞并不高啊你的白细胞的数值正常是35你才18所以说你进入个误区你认为自己一直有尿路感染尿路感染其实你的症状我前面也讲过并不是尿路感染引起的所以说你的问题纠结错掉了所以说我个人为你的白细胞吃点中成药是可以的但是我不建议长期吃抗生素,"[-0.8869269  -0.47505462 -0.66067344 ...  0.58379656 -0.64072204
  0.07921784]"
保肝治疗，一周后复查,1,保肝治疗一周后复查,"[-0.11558308 -1.0418897  -0.6770469  ...  0.64495856  0.30375946
 -0.29636675]"
这个随便你从我们的角度来说，一般来说我们不不建议在当地做。,0,这个随便你从我们的角度来说一般来说我们不不建议在当地做,"[-1.61678    -1.6121862  -0.78086233 ...  0.534558   -0.96216524
  0.31842422]"
呃，小沈妈妈你好，那个照片我看到了不好意思，因为昨天晚上有个线上会拖到很晚，现在我上午刚忙完那个呃，刚刚有空回复你的那个消息，不好意思，让你等的时间比较久哦。,0,呃小沈妈妈你好那个照片我看到了不好意思因为昨天晚上有个线上会拖到很晚现在我上午刚忙完那个呃刚刚有空回复你的那个消息不好意思让你等的时间比较久哦,"[-0.34143156 -0.6011757  -0.20122376 ...  0.32105863 -0.4648024
  0.28062803]"
鉴于HPV18阳性，宫颈细胞学检查提示非典型鳞状上皮细胞，宫颈活检及搔刮很有必要。,1,鉴于HPV18阳性宫颈细胞学检查提示非典型鳞状上皮细胞宫颈活检及搔刮很有必要,"[-0.8773183  -0.26892412 -0.4905017  ...  0.74353194 -0.43836424
  0.5738051 ]"
请方便时描述下现在的情况，陈老师方便时会为您进行解答，谢谢您的配合！,0,请方便时描述下现在的情况陈老师方便时会为您进行解答谢谢您的配合,"[-0.6531061  -1.0628784  -0.50802886 ...  0.20885706 -1.1222253
  0.05510703]"
2.炉甘石洗剂，每天3次，外涂患处。,1,2炉甘石洗剂每天3次外涂患处,"[-0.5036709  -0.8698918  -0.6270479  ...  0.6529624  -0.28186387
 -0.26574147]"
那种颜色特别深的点点，可以做激光改善。,1,那种颜色特别深的点点可以做激光改善,"[-0.7636955  -0.738613    0.11200367 ...  0.07848375 -0.67830443
  0.04037853]"
先按照我说的先用用试试看，如果不行的话你只能去医院，或者你有机会来上海找我。,0,先按照我说的先用用试试看如果不行的话你只能去医院或者你有机会来上海找我,"[-0.7750132  -1.219068   -0.43146092 ...  0.15525544 -0.8971375
  0.05411515]"
不是性病,1,不是性病,"[-0.79212594 -0.76713026 -0.62599117 ...  0.12859751 -0.73472553
  0.01537447]"
以前有不来月经的情况吗,0,以前有不来月经的情况吗,"[-0.22762412 -1.042285   -1.0265498  ...  0.42627445 -0.8853839
 -0.7043046 ]"
可以的，也不影响。,0,可以的也不影响,"[-0.69550645 -1.950244   -0.5103652  ...  0.30834413 -0.86832285
 -0.3260051 ]"
如果现在手术的话，距离月经时间短，可能影响宫颈伤口愈合，要用黄体酮推迟月经,1,如果现在手术的话距离月经时间短可能影响宫颈伤口愈合要用黄体酮推迟月经,"[-1.0009315  -1.084254   -0.8183712  ...  0.13243732 -1.2310048
  0.21794067]"
药吃2周,1,药吃2周,"[-0.8625611  -1.3634636  -0.37469703 ...  0.50947064 -0.4847067
 -0.5383719 ]"
看见了，今天B超检查结果一切正常，可以不用清宫了。,1,看见了今天B超检查一切正常可以不用清宫了,"[-1.0274458  -1.5498028  -0.23969707 ...  0.11806879 -0.19765404
  0.08861016]"
24小时内核酸,0,24小时内核酸,"[-1.315149   -1.467893   -1.2983038  ...  0.5732427  -0.34157044
 -0.03381526]"
但是不能够光吃药涂药，还需要改变不良习惯。,1,但是不能够光吃药涂药还需要改变不良习惯,"[-0.6577465  -1.3242368  -0.15935954 ...  0.26925072 -0.7661372
 -0.0581788 ]"
超声看孩子左肾输尿管积水明显，结合同位素结果，手术指征明确，建议手术治疗。,1,超声看孩子左肾输尿管积水明显结合同位素手术指征明确建议手术治疗,"[-0.8872992  -0.27897215  0.13107596 ... -0.07997896 -0.33256644
  0.3517145 ]"
啊，这种油呢，对身体影响不是很大的，因为这种是属于低为的不是属于高危致癌的一个病毒，而且我们从临床上面观察下来，基本上没有因为这个这个油的情况而发生这个癌症好像都没碰到过，好吧，我也呃，帮医生搞这个病毒的工作也有30年了啊，基本上没有碰到这样一个情况的好吧。,1,啊这种油呢对身体影响不是很大的因为这种是属于低为的不是属于高危致癌的一个病毒而且我们从临床上面观察下来基本上没有因为这个这个油的情况而发生这个癌症好像都没碰到过好吧我也呃帮医生搞这个病毒的工作也有30年了啊基本上没有碰到这样一个情况的好吧,"[-0.00689755 -1.0441073  -0.600879   ...  1.29658    -0.68012065
  0.0364152 ]"
哎，有时尿也把那个纱布弄湿了以后呢，可能你更好拿一些这个不要紧的，放心吧啊。,0,哎有时尿也把那个纱布弄湿了以后呢可能你更好拿一些这个不要紧的放心吧啊,"[-0.2511306  -0.5773761  -0.66545516 ...  0.19140801 -0.97419804
 -0.5300102 ]"
比如：经常出差住宾馆，还有同住的女生同用浴巾、马桶等都会感染的,1,比如经常出差住宾馆还有同住的女生同用浴巾马桶等都会感染的,"[-0.5679152  -0.3937805  -0.5236174  ...  0.3167429  -0.39246172
  0.14697191]"
好的，不用客气，大概10-11月份通知,0,好的不用客气大概1011月份通知,"[-0.59244037 -0.85941726 -0.80324054 ...  0.15541458 -0.84358966
 -0.20576209]"
外阴湿疹。,1,外阴湿疹,"[-0.08326292 -0.5675612  -1.1074135  ...  0.4819644  -0.11707763
 -0.23095357]"
要的,0,要的,"[-0.83183277 -1.7020875  -1.0392365  ...  0.30640513 -0.56532526
 -0.10221044]"
肯定不会的,0,肯定不会的,"[-0.4912478  -0.97563654 -1.1932261  ...  1.1877304  -1.0620809
 -0.24859682]"
经腹部手术，非经阴道，不会影响处女膜。,1,经腹部手术非经阴道不会影响处女膜,"[-0.53016    -1.0260764  -0.43708137 ...  0.6108053  -1.0297997
  0.21960348]"
肚子不舒服让消化科协助处理,1,肚子不舒服让消化科协助处理,"[-0.42402038 -1.3151536  -0.53639174 ...  0.5287179  -0.5547476
 -0.12305981]"
是的；与脑血管变异关系不大。,1,是的与脑血管变异关系不大,"[-0.4215895  -0.7870258  -0.5673856  ...  0.2977422  -0.87056524
  0.38978755]"
